Public Vehicle Type,Public Vehicle Number,Company Name,Vehicle Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Wheelchair Accessible,Affiliation,License Management,Inspection Type,Scheduled Inspection Date and Time,Result,Current
Taxi,1429,KAPO TAXI CORP,ACTIVE,TOYOTA,CAMRY,2014,FALSE,City Service Taxi Association,Owner Manager,SECOND_PERIOD,12/20/2023 11:00,PENDING,TRUE
Taxi,3898,HEMERY INVESTMENT LLC,ACTIVE,DODGE,CARAVAN,2018,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,12/29/2023 10:00,PENDING,TRUE
Taxi,2416,AVENUE TRANSPORTATION INC,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,5/16/2023 10:00,PENDING,TRUE
Taxi,1390,MOON EXPRESS INC,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",SECOND_PERIOD,12/8/2023 11:00,PENDING,TRUE
Livery,9728,LAL'S INC,ACTIVE,LINCOLN,NAVIGATOR,2016,FALSE,,,RETEST,1/17/2023 9:00,PASSED,FALSE
Livery,7385,DDSSBOS LLC,ACTIVE,LINCOLN,CONTINENTAL,2018,FALSE,,,FIRST_PERIOD,5/12/2023 8:00,PENDING,TRUE
Taxi,3868,"ILIRJAN, INC.",ACTIVE,TOYOTA,CAMRY,2017,FALSE,Independent2,Owner-Operator,SECOND_PERIOD,8/8/2023 8:00,PENDING,TRUE
Taxi,1932,JITEN INC.,ACTIVE,TOYOTA,RAV4,2018,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,6/1/2023 13:00,PENDING,TRUE
Taxi,6807,6807 TAXI CORP.,FORECLOSURE,TOYOTA,PRIUS,2010,FALSE,Choice Taxi Association Inc,Owner-Operator,SECOND_PERIOD,12/15/2023 13:00,PENDING,TRUE
Taxi,5067,PARSEC INC,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,5/19/2023 8:00,PENDING,TRUE
Taxi,1730,ANAYA TRANS INC,ACTIVE,TOYOTA,RAV4,2021,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,4/3/2023 11:00,PASSED,FALSE
Taxi,6598,CHITOWN CAB INC # II,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",SECOND_PERIOD,7/11/2023 10:00,PENDING,TRUE
Taxi,38,CAPITAL CROWN CAB LLC,ACTIVE,TOYOTA,SIENNA,2019,TRUE,Independent1,Owner-Operator,FIRST_PERIOD,4/18/2023 9:00,PENDING,TRUE
Livery,7271,ARDA INC.,ACTIVE,LINCOLN,MKT,2015,FALSE,,,FIRST_PERIOD,6/15/2023 8:00,PENDING,TRUE
Livery,9932,LUCKY LIVERY INC,ACTIVE,CHEVROLET,SUBURBAN,2018,FALSE,,,FIRST_PERIOD,5/23/2023 8:00,PENDING,TRUE
Taxi,1771,ES TAXI CORP.,FORECLOSURE,TOYOTA,PRIUS,2014,FALSE,Yellow Cab Association,Owner Manager,ROOFTOP_ADVERTISING,1/19/2023 10:00,PASSED,FALSE
Taxi,2912,GELILA CORP,ACTIVE,TOYOTA,CAMRY,2018,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,5/18/2023 11:00,PENDING,TRUE
Taxi,4582,SATFAH LLC,ACTIVE,TOYOTA,RAV4,2022,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,4/25/2023 10:00,PENDING,TRUE
Taxi,2921,TASNIM INC,ACTIVE,TOYOTA,PRIUS,2015,FALSE,Sun Taxi Association Inc,Owner Manager,SECOND_PERIOD,11/6/2023 13:00,PENDING,TRUE
Taxi,6109,WEDI AFOM INC,ACTIVE,TOYOTA,RAV4,2018,FALSE,Choice Taxi Association Inc,Owner-Operator,SECOND_PERIOD,9/14/2023 9:00,PENDING,TRUE
Taxi,3977,ABIDEK LLC,ACTIVE,TOYOTA,CAMRY,2019,FALSE,Sun Taxi Association Inc,Owner-Operator,FIRST_PERIOD,4/19/2023 9:00,PENDING,TRUE
Taxi,2499,PAROS CAB CORP.,FORECLOSURE,HYUNDAI,ELANTRA,2018,FALSE,Top Cab Association,Top Cab Corp.,SECOND_PERIOD,8/9/2023 9:00,PENDING,TRUE
Taxi,1972,JESUS IS LORD CORP.,ACTIVE,TOYOTA,RAV4,2017,FALSE,INDEPENDENT3,Owner-Operator,SECOND_PERIOD,10/30/2023 13:00,PENDING,TRUE
Livery,8679,MS LIMO INC,ACTIVE,LINCOLN,NAVIGATOR,2018,FALSE,,,RETEST,4/21/2023 13:00,PENDING,TRUE
Taxi,5182,MEKONNEN CORP.,ACTIVE,TOYOTA,RAV4,2015,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",RETEST,4/14/2023 11:00,PASSED,FALSE
Taxi,1310,SUPERIOR CAB CO INC,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,9/28/2023 10:00,PENDING,TRUE
Taxi,6826,TAXI MEDALLION GROUP LLC-SERIES 38,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,4/14/2023 9:00,PASSED,FALSE
Taxi,2651,MEBRET CORP.,ACTIVE,TOYOTA,PRIUS,2015,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",SECOND_PERIOD,10/19/2023 9:00,PENDING,TRUE
Taxi,1823,TAXI MEDALLION GROUP LLC SERIES XIV,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Yellow Cab Association,Owner Manager,ROOFTOP_ADVERTISING,2/2/2023 9:00,PASSED,FALSE
Taxi,229,SOLAMEEN CORP,ACTIVE,TOYOTA,SIENNA,2020,TRUE,Independent1,Owner-Operator,SECOND_PERIOD,12/27/2023 9:00,PENDING,TRUE
Taxi,4664,ASOMDWE CORP.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",SECOND_PERIOD,10/13/2023 11:00,PENDING,TRUE
Taxi,222,ANSONG TRANS INC,ACTIVE,TOYOTA,RAV4,2016,FALSE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,6/28/2023 10:00,PENDING,TRUE
Taxi,1203,OZITO CORP,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Flash Cab Co,"Masters Medallion Management, LLC",FIRST_PERIOD,5/18/2023 10:00,PENDING,TRUE
Taxi,4820,TAXI MEDALLION GROUP LLC SERIES 28,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,5/30/2023 13:00,PENDING,TRUE
Taxi,5273,ABREHET GEBREHIWOT,ACTIVE,TOYOTA,PRIUS,2015,FALSE,Choice Taxi Association Inc,Owner Manager,RETEST,1/23/2023 11:00,PASSED,FALSE
Taxi,5043,SUNG HEE CAB CO.,ACTIVE,TOYOTA,CAMRY,2012,FALSE,Globe Taxi Association Inc,Owner-Operator,SECOND_PERIOD,8/16/2023 10:00,PENDING,TRUE
Taxi,6591,AL MAZA CAB CO.,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,4/28/2023 9:00,PENDING,TRUE
Taxi,2764,BOK RYE LEE,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",SECOND_PERIOD,11/15/2023 10:00,PENDING,TRUE
Livery,8287,SIVER BLACK CAR LIMOUSINE CORPORATION,ACTIVE,FORD,EXPEDITION,2018,FALSE,,,FIRST_PERIOD,4/14/2023 8:00,NO_SHOW,FALSE
Ambulance,4893,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2013,FALSE,,,FIRST_PERIOD,1/19/2023 8:00,FAILED,FALSE
Livery,9187,BAKALI CORPORATION,ACTIVE,LINCOLN,MKT,2016,FALSE,,,FIRST_PERIOD,4/3/2023 8:00,NO_SHOW,FALSE
Taxi,6087,YCD CORPORATION,ACTIVE,TOYOTA,CAMRY,2015,FALSE,City Service Taxi Association,Owner-Operator,SECOND_PERIOD,8/23/2023 11:00,PENDING,TRUE
Taxi,5108,CHICAGO CAB 5108 CO.,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,5/30/2023 10:00,PENDING,TRUE
Taxi,5846,SBH EXPRESS INC,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Sun Taxi Association Inc,Owner-Operator,RETEST,1/4/2023 13:00,PASSED,FALSE
Taxi,2057,CHITOWN CAB INC. # III,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",SECOND_PERIOD,7/26/2023 13:00,PENDING,TRUE
Taxi,741,NIBO CAB INC,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,7/5/2023 11:00,PENDING,TRUE
Taxi,4908,FARHAN TRANSPORTATION INC.,ACTIVE,TOYOTA,CAMRY,2011,FALSE,Flash Cab Co,Owner Manager,SECOND_PERIOD,7/28/2023 9:00,PENDING,TRUE
Taxi,1212,TRIPLE A VENTURES INC,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,5/11/2023 9:00,PENDING,TRUE
Livery,8748,"FLASH LIMOUSINE, INC.",ACTIVE,LINCOLN,CONTINENTAL,2017,FALSE,,,FIRST_PERIOD,6/14/2023 8:00,PENDING,TRUE
Livery,9333,H&M LIMO SERVICES INC.,RESERVED,CHEVROLET,SUBURBAN,2016,FALSE,,,FIRST_PERIOD,1/4/2023 8:00,NO_SHOW,FALSE
Taxi,3204,"HOWLADER TRANS, INC",ACTIVE,TOYOTA,CAMRY,2016,FALSE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,2/2/2023 11:00,PASSED,FALSE
Taxi,5855,ZARA NOOR INC,ACTIVE,TOYOTA,PRIUS,2015,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,5/23/2023 10:00,PENDING,TRUE
Taxi,2288,"SOAB TRANSPORTATION ENTERPRISES, INC",ACTIVE,FORD,ESCAPE,2013,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,11/28/2023 13:00,PENDING,TRUE
Taxi,4162,LEIPZIG TAXI LLC,FORECLOSURE,DODGE,CARAVAN,2016,TRUE,NORTHSTAR AFFILIATION,Star North Management LLC,SECOND_PERIOD,8/22/2023 9:00,PENDING,TRUE
Taxi,2723,SIKA INC.,ACTIVE,TOYOTA,SIENNA,2018,FALSE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,6/21/2023 11:00,PENDING,TRUE
Taxi,3248,NISHAN TAXI CORP,ACTIVE,TOYOTA,COROLLA,2015,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,4/27/2023 13:00,PENDING,TRUE
Taxi,1232,KENNATT TRANSPORT INC,ACTIVE,TOYOTA,RAV4,2020,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,2/2/2023 9:00,PASSED,FALSE
Taxi,5213,ABUALAA INC,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Flash Cab Co,Owner-Operator,RETEST,2/1/2023 11:00,PASSED,FALSE
Taxi,548,ALISTER TAXI INC,ACTIVE,FORD,FUSION,2012,FALSE,TAXI TOWN AFFILIATION LLC,Owner-Operator,FIRST_PERIOD,4/26/2023 11:00,PENDING,TRUE
Taxi,4548,TAXI MEDALLION GROUP LLC SERIES 27,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,9/14/2023 13:00,PENDING,TRUE
Taxi,4662,MOOSA INC.,SURRENDER,TOYOTA,CAMRY,2016,FALSE,Globe Taxi Association Inc,Owner Manager,SECOND_PERIOD,7/12/2023 11:00,PENDING,TRUE
Taxi,1370,KARAM CORP,ACTIVE,TOYOTA,PRIUS,2015,FALSE,Checker Taxi Association Co.,Owner Manager,FIRST_PERIOD,4/14/2023 10:00,PASSED,FALSE
Taxi,303,MALTA CAB CORP,ACTIVE,TOYOTA,COROLLA,2018,FALSE,Top Cab Association,Top Cab Corp.,RETEST,4/3/2023 11:00,PASSED,FALSE
Taxi,672,VIDAL EXPRESS INC,ACTIVE,TOYOTA,RAV4,2014,FALSE,Yellow Cab Association,Owner-Operator,RETEST,4/14/2023 10:00,PASSED,FALSE
Taxi,2637,KHANZADA EXPRESS INC,ACTIVE,KIA,SOUL,2014,FALSE,Globe Taxi Association Inc,Owner-Operator,FIRST_PERIOD,6/2/2023 9:00,PENDING,TRUE
Livery,8422,"ASH TRAVELLERS, INC",ACTIVE,LINCOLN,NAVIGATOR,2017,FALSE,,,FIRST_PERIOD,6/23/2023 8:00,PENDING,TRUE
Taxi,2354,DOLPHIN CAB INC,ACTIVE,TOYOTA,COROLLA,2018,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,1/9/2023 9:00,FAILED,FALSE
Taxi,3475,CIVIC CORP,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner Manager,RETEST,1/26/2023 11:00,PASSED,FALSE
Taxi,5104,YESRAB CORP.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Independent1,Owner Manager,SECOND_PERIOD,12/15/2023 9:00,PENDING,TRUE
Taxi,6590,NORTH SHORE CAB INC.,ACTIVE,TOYOTA,PRIUS,2009,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,5/25/2023 9:00,PENDING,TRUE
Taxi,4800,SAMINA EXPRESS INC.,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Blue Ribbon Assn Inc,Owner Manager,FIRST_PERIOD,6/1/2023 8:00,PENDING,TRUE
Taxi,3629,MARO CAB CO,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,SECOND_PERIOD,9/13/2023 11:00,PENDING,TRUE
Taxi,6018,WARM TAXI INC,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Flash Cab Co,Owner-Operator,SECOND_PERIOD,8/25/2023 10:00,PENDING,TRUE
Taxi,2840,CHICAGO SKYLINE CAB CO.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,4/27/2023 10:00,PENDING,TRUE
Taxi,1955,PARAMJIT ENTERPRISES INC,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Checker Taxi Association Co.,Owner Manager,FIRST_PERIOD,6/27/2023 9:00,PENDING,TRUE
Taxi,4479,ADAMS TAXI LLC,ACTIVE,FORD,FUSION,2018,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,SECOND_PERIOD,12/27/2023 9:00,PENDING,TRUE
Taxi,2797,ANIBA MANAGEMENT & SERVICES INC,FORECLOSURE,TOYOTA,CAMRY,2016,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",SECOND_PERIOD,10/17/2023 11:00,PENDING,TRUE
Taxi,5981,ENGINEER'S CAB CORP,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,12/13/2023 9:00,PENDING,TRUE
Taxi,2815,2815 TAXI CORP,ACTIVE,TOYOTA,RAV4,2013,FALSE,Globe Taxi Association Inc,Owner-Operator,CHANGE_EQUIPMENT,6/12/2023 13:00,PENDING,TRUE
Ambulance,5418,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2012,FALSE,,,FIRST_PERIOD,1/27/2023 8:00,PASSED,FALSE
Taxi,2255,HARRY CAB CO,ACTIVE,TOYOTA,COROLLA,2022,FALSE,City Service Taxi Association,Owner-Operator,SECOND_PERIOD,9/12/2023 9:00,PENDING,TRUE
Taxi,1056,SENEGAL TRANSIT INC.,ACTIVE,TOYOTA,SIENNA,2020,TRUE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,5/31/2023 8:00,PENDING,TRUE
Taxi,3305,"XPRESS, INC",ACTIVE,TOYOTA,CAMRY,2018,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,10/26/2023 11:00,PENDING,TRUE
Taxi,1450,"TAXI MEDALLION GROUP, LLC - SERIES I",ACTIVE,TOYOTA,PRIUS,2015,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,4/3/2023 10:00,PASSED,FALSE
Ambulance,721519,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2019,FALSE,,,FIRST_PERIOD,5/10/2023 8:00,PENDING,TRUE
Taxi,3485,SHAGAMITE INC,ACTIVE,TOYOTA,RAV4,2020,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,10/19/2023 9:00,PENDING,TRUE
Taxi,6670,"POLLOB, INC.",ACTIVE,TOYOTA,PRIUS,2015,FALSE,Independent1,Owner Manager,SECOND_PERIOD,8/9/2023 8:00,PENDING,TRUE
Taxi,3454,"ILOFRANK, INC",ACTIVE,TOYOTA,RAV4,2016,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,8/16/2023 8:00,PENDING,TRUE
Livery,9275,LUCKY LIVERY INC,ACTIVE,CADILLAC,XTS,2018,FALSE,,,FIRST_PERIOD,6/14/2023 11:00,PENDING,TRUE
Taxi,1026,ALMOND-HERMON HOLDINGS INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,6/1/2023 13:00,PENDING,TRUE
Taxi,6243,MARYAMABE CO,ACTIVE,FORD,C-MAX,2013,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,9/25/2023 10:00,PENDING,TRUE
Taxi,4126,G & KAMAL INC,ACTIVE,TOYOTA,CAMRY,2012,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,4/27/2023 10:00,PENDING,TRUE
Livery,8731,BLACK FLEET LIMOUSINE INC.,ACTIVE,VOLVO,S90,2018,FALSE,,,FIRST_PERIOD,1/3/2023 8:00,NO_SHOW,FALSE
Livery,8958,LUCKY LIVERY INC,ACTIVE,CHEVROLET,SUBURBAN,2018,FALSE,,,FIRST_PERIOD,5/30/2023 8:00,PENDING,TRUE
Taxi,5692,"ECO 1 TAXI, INC",ACTIVE,TOYOTA,PRIUS,2013,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,11/28/2023 8:00,PENDING,TRUE
Taxi,3466,KARACHI COLOR CORP,SURRENDER,TOYOTA,CAMRY,2012,FALSE,City Service Taxi Association,Owner-Operator,SECOND_PERIOD,11/13/2023 8:00,PENDING,TRUE
Taxi,4693,PAPPU TRANS INC.,ACTIVE,TOYOTA,CAMRY,2012,FALSE,Flash Cab Co,Owner-Operator,SECOND_PERIOD,7/10/2023 9:00,PENDING,TRUE
Taxi,931,CHICAGO MEDALLION SIX LLC.,FORECLOSURE,TOYOTA,PRIUS,2014,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,SECOND_PERIOD,11/24/2023 10:00,PENDING,TRUE
Taxi,2722,ORIENT TAXI INC.,ACTIVE,TOYOTA,SIENNA,2018,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,8/11/2023 11:00,PENDING,TRUE
Livery,7024,PLANET VISA INC,VIOLATION,CHEVROLET,SUBURBAN,2017,FALSE,,,FIRST_PERIOD,4/25/2023 8:00,PENDING,TRUE
Livery,9779,LAKESHORE TRANSPORT INC.,ACTIVE,LINCOLN,CONTINENTAL,2017,FALSE,,,FIRST_PERIOD,6/1/2023 8:00,PENDING,TRUE
Taxi,1496,"ALVA 1, INC.",ACTIVE,TOYOTA,PRIUS,2015,FALSE,City Service Taxi Association,Owner Manager,FIRST_PERIOD,1/17/2023 10:00,FAILED,FALSE
Taxi,19,LEO INC,FORECLOSURE,VPG,MV-1,2014,TRUE,TAXI TOWN AFFILIATION LLC,Owner Manager,SECOND_PERIOD,11/17/2023 8:00,PENDING,TRUE
Taxi,39,LEO INC,FORECLOSURE,VPG,MV-1,2014,TRUE,TAXI TOWN AFFILIATION LLC,Owner Manager,FIRST_PERIOD,6/5/2023 11:00,PENDING,TRUE
Taxi,1003,ON TIME CAB COMPANY,ACTIVE,TOYOTA,PRIUS,2012,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,5/22/2023 13:00,PENDING,TRUE
Livery,8604,JADEN LIVERY INC,ACTIVE,GMC,YUKON,2014,FALSE,,,FIRST_PERIOD,4/27/2023 8:00,PENDING,TRUE
Taxi,3023,PAK-AMERICAN EXPRESS INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",SECOND_PERIOD,7/10/2023 11:00,PENDING,TRUE
Taxi,6671,LOGOCHIWA INC.,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,5/24/2023 10:00,PENDING,TRUE
Taxi,4313,ULTRA INVESTMENT CORP,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,4/3/2023 11:00,FAILED,FALSE
Taxi,5416,"KABHER, CORP.",ACTIVE,TOYOTA,PRIUS,2016,FALSE,City Service Taxi Association,Owner-Operator,SECOND_PERIOD,10/18/2023 8:00,PENDING,TRUE
Taxi,5040,CHATHA ENTERPRISES INC,ACTIVE,DODGE,CARAVAN,2016,TRUE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,5/26/2023 9:00,PENDING,TRUE
Taxi,2603,CHICAGO SKYLINE CAB CO.,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner Manager,RETEST,4/20/2023 10:00,PENDING,TRUE
Taxi,6348,MAZ INC. CORP.,ACTIVE,FORD,ESCAPE,2010,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,11/30/2023 8:00,PENDING,TRUE
Taxi,417,PORTO ALEGRE TAXI CO,ACTIVE,TOYOTA,PRIUS,2011,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,10/11/2023 9:00,PENDING,TRUE
Taxi,1131,CAMASS INC,ACTIVE,TOYOTA,RAV4,2021,FALSE,Yellow Cab Association,Owner-Operator,SECOND_PERIOD,11/9/2023 9:00,PENDING,TRUE
Taxi,4542,4542 TAXI INC,ACTIVE,TOYOTA,RAV4,2017,FALSE,Globe Taxi Association Inc,Owner-Operator,FIRST_PERIOD,5/18/2023 11:00,PENDING,TRUE
Taxi,2820,BUKHARI BROTHERS INC.,ACTIVE,TOYOTA,PRIUS,2018,FALSE,Flash Cab Co,Owner Manager,SECOND_PERIOD,12/13/2023 11:00,PENDING,TRUE
Taxi,395,VIRGO TAXI CAB CO.,FORECLOSURE,FORD,FUSION,2011,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",SECOND_PERIOD,10/31/2023 8:00,PENDING,TRUE
Taxi,1698,EQUINOX CAB INC,ACTIVE,FORD,ESCAPE,2012,FALSE,Independent1,,FIRST_PERIOD,5/30/2023 8:00,PENDING,TRUE
Taxi,3038,MECHAL TAXI CORP.,ACTIVE,TOYOTA,CAMRY,2019,FALSE,Choice Taxi Association Inc,Owner-Operator,SECOND_PERIOD,10/12/2023 10:00,PENDING,TRUE
Taxi,2400,SHAN TRANSPORATION INC,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Flash Cab Co,Owner Manager,SECOND_PERIOD,12/20/2023 9:00,PENDING,TRUE
Taxi,5883,ARBERIA CAB CO,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Independent2,Owner-Operator,FIRST_PERIOD,1/12/2023 11:00,FAILED,FALSE
Taxi,4988,REAL CAB CO,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner-Operator,SECOND_PERIOD,8/17/2023 10:00,PENDING,TRUE
Taxi,2073,"ELFAIDI TRANSPORTATION, INC",ACTIVE,TOYOTA,CAMRY,2013,FALSE,Sun Taxi Association Inc,Owner-Operator,FIRST_PERIOD,6/27/2023 8:00,PENDING,TRUE
Taxi,5790,L C CAB CO,ACTIVE,TOYOTA,COROLLA,2017,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,1/13/2023 9:00,FAILED,FALSE
Taxi,5793,"TAXI MEDALLION GROUP, LLC SERIES 32",ACTIVE,TOYOTA,CAMRY,2016,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,8/8/2023 13:00,PENDING,TRUE
Ambulance,721520,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2019,FALSE,,,FIRST_PERIOD,5/17/2023 8:00,PENDING,TRUE
Livery,7748,SNI LIMOUSINE INC,VIOLATION,LINCOLN,MKS,2015,FALSE,,,CHANGE_EQUIPMENT,6/23/2023 8:00,PENDING,TRUE
Taxi,6074,AMERICAN WINNER TAXTCAB INC,ACTIVE,TOYOTA,CAMRY,2017,FALSE,City Service Taxi Association,Owner-Operator,CHANGE_EQUIPMENT,6/26/2023 13:00,PENDING,TRUE
Taxi,4114,DOYIN INVESTMENT COMPANY,ACTIVE,FORD,ESCAPE,2012,FALSE,Flash Cab Co,Owner-Operator,SECOND_PERIOD,12/7/2023 10:00,PENDING,TRUE
Taxi,584,HAKOY LLC,ACTIVE,TOYOTA,PRIUS,2021,FALSE,Yellow Cab Association,Owner-Operator,RETEST,4/3/2023 8:00,PASSED,FALSE
Taxi,1346,GHION TAXI LLC,ACTIVE,TOYOTA,PRIUS,2018,FALSE,Independent1,Owner-Operator,RETEST,4/20/2023 10:00,PENDING,TRUE
Taxi,262,CHI-TOWN TAXI LLC,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,8/1/2023 10:00,PENDING,TRUE
Taxi,5416,"KABHER, CORP.",ACTIVE,TOYOTA,PRIUS,2016,FALSE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,4/27/2023 8:00,PENDING,TRUE
Taxi,5750,HYDRA CAB CORP,FORECLOSURE,HYUNDAI,ELANTRA,2018,FALSE,Top Cab Association,Top Cab Corp.,SECOND_PERIOD,7/7/2023 9:00,PENDING,TRUE
Taxi,5674,QT&Q INC,ACTIVE,TOYOTA,COROLLA,2016,FALSE,Globe Taxi Association Inc,Owner-Operator,SECOND_PERIOD,8/18/2023 8:00,PENDING,TRUE
Taxi,5378,"DUA TRANSPORT, INC.",ACTIVE,TOYOTA,PRIUS,2014,FALSE,Independent2,Owner-Operator,SECOND_PERIOD,12/28/2023 8:00,PENDING,TRUE
Taxi,905,NECT 36 LLC,ACTIVE,TOYOTA,PRIUS,2013,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",SECOND_PERIOD,12/6/2023 8:00,PENDING,TRUE
Taxi,678,JOSCO TRANS SERVICES INC,ACTIVE,FORD,ESCAPE,2012,FALSE,Yellow Cab Association,Owner-Operator,RETEST,4/17/2023 13:00,PASSED,FALSE
Taxi,5683,CHICAGO BEST CAB CO,VIOLATION,TOYOTA,PRIUS,2012,FALSE,DIS-AFFILIATED,,CHANGE_EQUIPMENT,4/20/2023 11:00,PENDING,TRUE
Ambulance,721430,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2014,FALSE,,,FIRST_PERIOD,5/2/2023 8:00,PENDING,TRUE
Taxi,5815,COREY CAB CO,ACTIVE,TOYOTA,PRIUS,2012,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,FIRST_PERIOD,6/13/2023 9:00,PENDING,TRUE
